,index,values
1858,2006-10-05,6.3
1859,2006-10-12,6.37
1860,2006-10-19,6.36
1861,2006-10-26,6.4
1862,2006-11-02,6.31
1863,2006-11-09,6.33
1864,2006-11-16,6.24
1865,2006-11-22,6.18
1866,2006-11-23,
1867,2006-11-30,6.14
1868,2006-12-07,6.11
1869,2006-12-14,6.12
1870,2006-12-21,6.13
1871,2006-12-28,6.18
1872,2007-01-04,6.18
1873,2007-01-11,6.21
1874,2007-01-18,6.23
1875,2007-01-25,6.25
1876,2007-02-01,6.34
1877,2007-02-08,6.28
1878,2007-02-15,6.3
1879,2007-02-22,6.22
1880,2007-03-01,6.18
1881,2007-03-08,6.14
1882,2007-03-15,6.14
1883,2007-03-22,6.16
1884,2007-03-29,6.16
1885,2007-04-05,6.17
1886,2007-04-12,6.22
1887,2007-04-19,6.17
1888,2007-04-26,6.16
1889,2007-05-03,6.16
1890,2007-05-10,6.15
1891,2007-05-17,6.21
1892,2007-05-24,6.37
1893,2007-05-31,6.42
1894,2007-06-07,6.53
1895,2007-06-14,6.74
1896,2007-06-21,6.69
1897,2007-06-28,6.67
1898,2007-07-05,6.63
1899,2007-07-12,6.73
1900,2007-07-19,6.73
1901,2007-07-26,6.69
1902,2007-08-02,6.68
1903,2007-08-09,6.59
1904,2007-08-16,6.62
1905,2007-08-23,6.52
1906,2007-08-30,6.45
1907,2007-09-06,6.46
1908,2007-09-13,6.31
1909,2007-09-20,6.34
1910,2007-09-27,6.42
1911,2007-10-04,6.37
1912,2007-10-11,6.4
1913,2007-10-18,6.4
1914,2007-10-25,6.33
1915,2007-11-01,6.26
1916,2007-11-08,6.24
1917,2007-11-15,6.24
1918,2007-11-21,6.2
1919,2007-11-22,
1920,2007-11-29,6.1
1921,2007-12-06,5.96
1922,2007-12-13,6.11
1923,2007-12-20,6.14
1924,2007-12-27,6.17
1925,2008-01-03,6.07
1926,2008-01-10,5.87
1927,2008-01-17,5.69
1928,2008-01-24,5.48
1929,2008-01-31,5.68
1930,2008-02-07,5.67
1931,2008-02-14,5.72
1932,2008-02-21,6.04
1933,2008-02-28,6.24
1934,2008-03-06,6.03
1935,2008-03-13,6.13
1936,2008-03-20,5.87
1937,2008-03-27,5.85
1938,2008-04-03,5.88
1939,2008-04-10,5.88
1940,2008-04-17,5.88
1941,2008-04-24,6.03
1942,2008-05-01,6.06
1943,2008-05-08,6.05
1944,2008-05-15,6.01
1945,2008-05-22,5.98
1946,2008-05-29,6.08
1947,2008-06-05,6.09
1948,2008-06-12,6.32
1949,2008-06-19,6.42
1950,2008-06-26,6.45
1951,2008-07-03,6.35
1952,2008-07-10,6.37
1953,2008-07-17,6.26
1954,2008-07-24,6.63
1955,2008-07-31,6.52
1956,2008-08-07,6.52
1957,2008-08-14,6.52
1958,2008-08-21,6.47
1959,2008-08-28,6.4
1960,2008-09-04,6.35
1961,2008-09-11,5.93
1962,2008-09-18,5.78
1963,2008-09-25,6.09
1964,2008-10-02,6.1
1965,2008-10-09,5.94
1966,2008-10-16,6.46
1967,2008-10-23,6.04
1968,2008-10-30,6.46
1969,2008-11-06,6.2
1970,2008-11-13,6.14
1971,2008-11-20,6.04
1972,2008-11-26,5.97
1973,2008-11-27,
1974,2008-12-04,5.53
1975,2008-12-11,5.47
1976,2008-12-18,5.19
1977,2008-12-24,5.14
1978,2008-12-25,
1979,2008-12-31,5.1
1980,2009-01-08,5.01
1981,2009-01-15,4.96
1982,2009-01-22,5.12
1983,2009-01-29,5.1
1984,2009-02-05,5.25
1985,2009-02-12,5.16
1986,2009-02-19,5.04
1987,2009-02-26,5.07
1988,2009-03-05,5.15
1989,2009-03-12,5.03
1990,2009-03-19,4.98
1991,2009-03-26,4.85
1992,2009-04-02,4.78
1993,2009-04-09,4.87
1994,2009-04-16,4.82
1995,2009-04-23,4.8
1996,2009-04-30,4.78
1997,2009-05-07,4.84
1998,2009-05-14,4.86
1999,2009-05-21,4.82
2000,2009-05-28,4.91
2001,2009-06-04,5.29
2002,2009-06-11,5.59
2003,2009-06-18,5.38
2004,2009-06-25,5.42
2005,2009-07-02,5.32
2006,2009-07-09,5.2
2007,2009-07-16,5.14
2008,2009-07-23,5.2
2009,2009-07-30,5.25
2010,2009-08-06,5.22
2011,2009-08-13,5.29
2012,2009-08-20,5.12
2013,2009-08-27,5.14
2014,2009-09-03,5.08
2015,2009-09-10,5.07
2016,2009-09-17,5.04
2017,2009-09-24,5.04
2018,2009-10-01,4.94
2019,2009-10-08,4.87
2020,2009-10-15,4.92
2021,2009-10-22,5.0
2022,2009-10-29,5.03
2023,2009-11-05,4.98
2024,2009-11-12,4.91
2025,2009-11-19,4.83
2026,2009-11-25,4.78
2027,2009-11-26,
2028,2009-12-03,4.71
2029,2009-12-10,4.81
2030,2009-12-17,4.94
2031,2009-12-24,5.05
2032,2009-12-31,5.14
2033,2010-01-07,5.09
2034,2010-01-14,5.06
2035,2010-01-21,4.99
2036,2010-01-28,4.98
2037,2010-02-04,5.01
2038,2010-02-11,4.97
2039,2010-02-18,4.93
2040,2010-02-25,5.05
2041,2010-03-04,4.97
2042,2010-03-11,4.95
2043,2010-03-18,4.96
2044,2010-03-25,4.99
2045,2010-04-01,5.08
2046,2010-04-08,5.21
2047,2010-04-15,5.07
2048,2010-04-22,5.07
2049,2010-04-29,5.06
2050,2010-05-06,5.0
2051,2010-05-13,4.93
2052,2010-05-20,4.84
2053,2010-05-27,4.78
2054,2010-06-03,4.79
2055,2010-06-10,4.72
2056,2010-06-17,4.75
2057,2010-06-24,4.69
2058,2010-07-01,4.58
2059,2010-07-08,4.57
2060,2010-07-15,4.57
2061,2010-07-22,4.56
2062,2010-07-29,4.54
2063,2010-08-05,4.49
2064,2010-08-12,4.44
2065,2010-08-19,4.42
2066,2010-08-26,4.36
2067,2010-09-02,4.32
2068,2010-09-09,4.35
2069,2010-09-16,4.37
2070,2010-09-23,4.37
2071,2010-09-30,4.32
2072,2010-10-07,4.27
2073,2010-10-14,4.19
2074,2010-10-21,4.21
2075,2010-10-28,4.23
2076,2010-11-04,4.24
2077,2010-11-11,4.17
2078,2010-11-18,4.39
2079,2010-11-24,4.4
2080,2010-11-25,
2081,2010-12-02,4.46
2082,2010-12-09,4.61
2083,2010-12-16,4.83
2084,2010-12-23,4.81
2085,2010-12-30,4.86
2086,2011-01-06,4.77
2087,2011-01-13,4.71
2088,2011-01-20,4.74
2089,2011-01-27,4.8
2090,2011-02-03,4.81
2091,2011-02-10,5.05
2092,2011-02-17,5.0
2093,2011-02-24,4.95
2094,2011-03-03,4.87
2095,2011-03-10,4.88
2096,2011-03-17,4.76
2097,2011-03-24,4.81
2098,2011-03-31,4.86
2099,2011-04-07,4.87
2100,2011-04-14,4.91
2101,2011-04-21,4.8
2102,2011-04-28,4.78
2103,2011-05-05,4.71
2104,2011-05-12,4.63
2105,2011-05-19,4.61
2106,2011-05-26,4.6
2107,2011-06-02,4.55
2108,2011-06-09,4.49
2109,2011-06-16,4.5
2110,2011-06-23,4.5
2111,2011-06-30,4.51
2112,2011-07-07,4.6
2113,2011-07-14,4.51
2114,2011-07-21,4.52
2115,2011-07-28,4.55
2116,2011-08-04,4.39
2117,2011-08-11,4.32
2118,2011-08-18,4.15
2119,2011-08-25,4.22
2120,2011-09-01,4.22
2121,2011-09-08,4.12
2122,2011-09-15,4.09
2123,2011-09-22,4.09
2124,2011-09-29,4.01
2125,2011-10-06,3.94
2126,2011-10-13,4.12
2127,2011-10-20,4.11
2128,2011-10-27,4.1
2129,2011-11-03,4.0
2130,2011-11-10,3.99
2131,2011-11-17,4.0
2132,2011-11-23,3.98
2133,2011-11-24,
2134,2011-12-01,4.0
2135,2011-12-08,3.99
2136,2011-12-15,3.94
2137,2011-12-22,3.91
2138,2011-12-29,3.95
2139,2012-01-05,3.91
2140,2012-01-12,3.89
2141,2012-01-19,3.88
2142,2012-01-26,3.98
2143,2012-02-02,3.87
2144,2012-02-09,3.87
2145,2012-02-16,3.87
2146,2012-02-23,3.95
2147,2012-03-01,3.9
2148,2012-03-08,3.88
2149,2012-03-15,3.92
2150,2012-03-22,4.08
2151,2012-03-29,3.99
2152,2012-04-05,3.98
2153,2012-04-12,3.88
2154,2012-04-19,3.9
2155,2012-04-26,3.88
2156,2012-05-03,3.84
2157,2012-05-10,3.83
2158,2012-05-17,3.79
2159,2012-05-24,3.78
2160,2012-05-31,3.75
2161,2012-06-07,3.67
2162,2012-06-14,3.71
2163,2012-06-21,3.66
2164,2012-06-28,3.66
2165,2012-07-05,3.62
2166,2012-07-12,3.56
2167,2012-07-19,3.53
2168,2012-07-26,3.49
2169,2012-08-02,3.55
2170,2012-08-09,3.59
2171,2012-08-16,3.62
2172,2012-08-23,3.66
2173,2012-08-30,3.59
2174,2012-09-06,3.55
2175,2012-09-13,3.55
2176,2012-09-20,3.49
2177,2012-09-27,3.4
2178,2012-10-04,3.36
2179,2012-10-11,3.39
2180,2012-10-18,3.37
2181,2012-10-25,3.41
2182,2012-11-01,3.39
2183,2012-11-08,3.4
2184,2012-11-15,3.34
2185,2012-11-21,3.31
2186,2012-11-22,
2187,2012-11-29,3.32
2188,2012-12-06,3.34
2189,2012-12-13,3.32
2190,2012-12-20,3.37
2191,2012-12-27,3.35
2192,2013-01-03,3.34
2193,2013-01-10,3.4
2194,2013-01-17,3.38
2195,2013-01-24,3.42
2196,2013-01-31,3.53
2197,2013-02-07,3.53
2198,2013-02-14,3.53
2199,2013-02-21,3.56
2200,2013-02-28,3.51
2201,2013-03-07,3.52
2202,2013-03-14,3.63
2203,2013-03-21,3.54
2204,2013-03-28,3.57
2205,2013-04-04,3.54
2206,2013-04-11,3.43
2207,2013-04-18,3.41
2208,2013-04-25,3.4
2209,2013-05-02,3.35
2210,2013-05-09,3.42
2211,2013-05-16,3.51
2212,2013-05-23,3.59
2213,2013-05-30,3.81
2214,2013-06-06,3.91
2215,2013-06-13,3.98
2216,2013-06-20,3.93
2217,2013-06-27,4.46
2218,2013-07-03,4.29
2219,2013-07-04,
2220,2013-07-11,4.51
2221,2013-07-18,4.37
2222,2013-07-25,4.31
2223,2013-08-01,4.39
2224,2013-08-08,4.4
2225,2013-08-15,4.4
2226,2013-08-22,4.58
2227,2013-08-29,4.51
2228,2013-09-05,4.57
2229,2013-09-12,4.57
2230,2013-09-19,4.5
2231,2013-09-26,4.32
2232,2013-10-03,4.22
2233,2013-10-10,4.23
2234,2013-10-17,4.28
2235,2013-10-24,4.13
2236,2013-10-31,4.1
2237,2013-11-07,4.16
2238,2013-11-14,4.35
2239,2013-11-21,4.22
2240,2013-11-27,4.29
2241,2013-11-28,
2242,2013-12-05,4.46
2243,2013-12-12,4.42
2244,2013-12-19,4.47
2245,2013-12-26,4.48
2246,2014-01-02,4.53
2247,2014-01-09,4.51
2248,2014-01-16,4.41
2249,2014-01-23,4.39
2250,2014-01-30,4.32
2251,2014-02-06,4.23
2252,2014-02-13,4.28
2253,2014-02-20,4.33
2254,2014-02-27,4.37
2255,2014-03-06,4.28
2256,2014-03-13,4.37
2257,2014-03-20,4.32
2258,2014-03-27,4.4
2259,2014-04-03,4.41
2260,2014-04-10,4.34
2261,2014-04-17,4.27
2262,2014-04-24,4.33
2263,2014-05-01,4.29
2264,2014-05-08,4.21
2265,2014-05-15,4.2
2266,2014-05-22,4.14
2267,2014-05-29,4.12
2268,2014-06-05,4.14
2269,2014-06-12,4.2
2270,2014-06-19,4.17
2271,2014-06-26,4.14
2272,2014-07-03,4.12
2273,2014-07-10,4.15
2274,2014-07-17,4.13
2275,2014-07-24,4.13
2276,2014-07-31,4.12
2277,2014-08-07,4.14
2278,2014-08-14,4.12
2279,2014-08-21,4.1
2280,2014-08-28,4.1
2281,2014-09-04,4.1
2282,2014-09-11,4.12
2283,2014-09-18,4.23
2284,2014-09-25,4.2
2285,2014-10-02,4.19
2286,2014-10-09,4.12
2287,2014-10-16,3.97
2288,2014-10-23,3.92
2289,2014-10-30,3.98
2290,2014-11-06,4.02
2291,2014-11-13,4.01
2292,2014-11-20,3.99
2293,2014-11-26,3.97
2294,2014-11-27,
2295,2014-12-04,3.89
2296,2014-12-11,3.93
2297,2014-12-18,3.8
2298,2014-12-24,3.83
2299,2014-12-25,
2300,2014-12-31,3.87
2301,2015-01-08,3.73
2302,2015-01-15,3.66
2303,2015-01-22,3.63
2304,2015-01-29,3.66
2305,2015-02-05,3.59
2306,2015-02-12,3.69
2307,2015-02-19,3.76
2308,2015-02-26,3.8
2309,2015-03-05,3.75
2310,2015-03-12,3.86
2311,2015-03-19,3.78
2312,2015-03-26,3.69
2313,2015-04-02,3.7
2314,2015-04-09,3.66
2315,2015-04-16,3.67
2316,2015-04-23,3.65
2317,2015-04-30,3.68
2318,2015-05-07,3.8
2319,2015-05-14,3.85
2320,2015-05-21,3.84
2321,2015-05-28,3.87
2322,2015-06-04,3.87
2323,2015-06-11,4.04
2324,2015-06-18,4.0
2325,2015-06-25,4.02
2326,2015-07-02,4.08
2327,2015-07-09,4.04
2328,2015-07-16,4.09
2329,2015-07-23,4.04
2330,2015-07-30,3.98
2331,2015-08-06,3.91
2332,2015-08-13,3.94
2333,2015-08-20,3.93
2334,2015-08-27,3.84
2335,2015-09-03,3.89
2336,2015-09-10,3.9
2337,2015-09-17,3.91
2338,2015-09-24,3.86
2339,2015-10-01,3.85
2340,2015-10-08,3.76
2341,2015-10-15,3.82
2342,2015-10-22,3.79
2343,2015-10-29,3.76
2344,2015-11-05,3.87
2345,2015-11-12,3.98
2346,2015-11-19,3.97
2347,2015-11-25,3.95
2348,2015-11-26,
2349,2015-12-03,3.93
2350,2015-12-10,3.95
2351,2015-12-17,3.97
2352,2015-12-24,3.96
2353,2015-12-31,4.01
2354,2016-01-07,3.97
2355,2016-01-14,3.92
2356,2016-01-21,3.81
2357,2016-01-28,3.79
2358,2016-02-04,3.72
2359,2016-02-11,3.65
2360,2016-02-18,3.65
2361,2016-02-25,3.62
2362,2016-03-03,3.64
2363,2016-03-10,3.68
2364,2016-03-17,3.73
2365,2016-03-24,3.71
2366,2016-03-31,3.71
2367,2016-04-07,3.59
2368,2016-04-14,3.58
2369,2016-04-21,3.59
2370,2016-04-28,3.66
2371,2016-05-05,3.61
2372,2016-05-12,3.57
2373,2016-05-19,3.58
2374,2016-05-26,3.64
2375,2016-06-02,3.66
2376,2016-06-09,3.6
2377,2016-06-16,3.54
2378,2016-06-23,3.56
2379,2016-06-30,3.48
2380,2016-07-07,3.41
2381,2016-07-14,3.42
2382,2016-07-21,3.45
2383,2016-07-28,3.48
2384,2016-08-04,3.43
2385,2016-08-11,3.45
2386,2016-08-18,3.43
2387,2016-08-25,3.43
2388,2016-09-01,3.46
2389,2016-09-08,3.44
2390,2016-09-15,3.5
2391,2016-09-22,3.48
2392,2016-09-29,3.42
2393,2016-10-06,3.42
2394,2016-10-13,3.47
2395,2016-10-20,3.52
2396,2016-10-27,3.47
2397,2016-11-03,3.54
2398,2016-11-10,3.57
2399,2016-11-17,3.94
2400,2016-11-23,4.03
2401,2016-11-24,
2402,2016-12-01,4.08
2403,2016-12-08,4.13
2404,2016-12-15,4.16
2405,2016-12-22,4.3
2406,2016-12-29,4.32
2407,2017-01-05,4.2
2408,2017-01-12,4.12
2409,2017-01-19,4.09
2410,2017-01-26,4.19
2411,2017-02-02,4.19
2412,2017-02-09,4.17
2413,2017-02-16,4.15
2414,2017-02-23,4.16
2415,2017-03-02,4.1
2416,2017-03-09,4.21
2417,2017-03-16,4.3
2418,2017-03-23,4.23
2419,2017-03-30,4.14
2420,2017-04-06,4.1
2421,2017-04-13,4.08
2422,2017-04-20,3.97
2423,2017-04-27,4.03
2424,2017-05-04,4.02
2425,2017-05-11,4.05
2426,2017-05-18,4.02
2427,2017-05-25,3.95
2428,2017-06-01,3.94
2429,2017-06-08,3.89
2430,2017-06-15,3.91
2431,2017-06-22,3.9
2432,2017-06-29,3.88
2433,2017-07-06,3.96
2434,2017-07-13,4.03
2435,2017-07-20,3.96
2436,2017-07-27,3.92
2437,2017-08-03,3.93
2438,2017-08-10,3.9
2439,2017-08-17,3.89
2440,2017-08-24,3.86
2441,2017-08-31,3.82
2442,2017-09-07,3.78
2443,2017-09-14,3.78
2444,2017-09-21,3.83
2445,2017-09-28,3.83
2446,2017-10-05,3.85
2447,2017-10-12,3.91
2448,2017-10-19,3.88
2449,2017-10-26,3.94
2450,2017-11-02,3.94
2451,2017-11-09,3.9
2452,2017-11-16,3.95
2453,2017-11-22,3.92
2454,2017-11-23,
2455,2017-11-30,3.9
2456,2017-12-07,3.94
2457,2017-12-14,3.93
2458,2017-12-21,3.94
2459,2017-12-28,3.99
2460,2018-01-04,3.95
2461,2018-01-11,3.99
2462,2018-01-18,4.04
2463,2018-01-25,4.15
2464,2018-02-01,4.22
2465,2018-02-08,4.32
2466,2018-02-15,4.38
2467,2018-02-22,4.4
2468,2018-03-01,4.43
2469,2018-03-08,4.46
2470,2018-03-15,4.44
2471,2018-03-22,4.45
2472,2018-03-29,4.44
2473,2018-04-05,4.4
2474,2018-04-12,4.42
2475,2018-04-19,4.47
2476,2018-04-26,4.58
2477,2018-05-03,4.55
2478,2018-05-10,4.55
2479,2018-05-17,4.61
2480,2018-05-24,4.66
2481,2018-05-31,4.56
2482,2018-06-07,4.54
2483,2018-06-14,4.62
2484,2018-06-21,4.57
2485,2018-06-28,4.55
2486,2018-07-05,4.52
2487,2018-07-12,4.53
2488,2018-07-19,4.52
2489,2018-07-26,4.54
2490,2018-08-02,4.6
2491,2018-08-09,4.59
2492,2018-08-16,4.53
2493,2018-08-23,4.51
2494,2018-08-30,4.52
2495,2018-09-06,4.54
2496,2018-09-13,4.6
2497,2018-09-20,4.65
2498,2018-09-27,4.72
2499,2018-10-04,4.71
2500,2018-10-11,4.9
2501,2018-10-18,4.85
2502,2018-10-25,4.86
2503,2018-11-01,4.83
2504,2018-11-08,4.94
2505,2018-11-15,4.94
2506,2018-11-21,4.81
2507,2018-11-22,
2508,2018-11-29,4.81
2509,2018-12-06,4.75
2510,2018-12-13,4.63
2511,2018-12-20,4.62
2512,2018-12-27,4.55
2513,2019-01-03,4.51
2514,2019-01-10,4.45
2515,2019-01-17,4.45
2516,2019-01-24,4.45
2517,2019-01-31,4.46
2518,2019-02-07,4.41
2519,2019-02-14,4.37
2520,2019-02-21,4.35
2521,2019-02-28,4.35
2522,2019-03-07,4.41
2523,2019-03-14,4.31
2524,2019-03-21,4.28
2525,2019-03-28,4.06
2526,2019-04-04,4.08
2527,2019-04-11,4.12
2528,2019-04-18,4.17
2529,2019-04-25,4.2
2530,2019-05-02,4.14
2531,2019-05-09,4.1
2532,2019-05-16,4.07
2533,2019-05-23,4.06
2534,2019-05-30,3.99
2535,2019-06-06,3.82
2536,2019-06-13,3.82
2537,2019-06-20,3.84
2538,2019-06-27,3.73
2539,2019-07-03,3.75
2540,2019-07-04,
2541,2019-07-11,3.75
2542,2019-07-18,3.81
2543,2019-07-25,3.75
2544,2019-08-01,3.75
2545,2019-08-08,3.6
2546,2019-08-15,3.6
2547,2019-08-22,3.55
2548,2019-08-29,3.58
2549,2019-09-05,3.49
2550,2019-09-12,3.56
2551,2019-09-19,3.73
2552,2019-09-26,3.64
2553,2019-10-03,3.65
2554,2019-10-10,3.57
2555,2019-10-17,3.69
2556,2019-10-24,3.75
2557,2019-10-31,3.78
2558,2019-11-07,3.69
2559,2019-11-14,3.75
2560,2019-11-21,3.66
2561,2019-11-27,3.68
2562,2019-11-28,
2563,2019-12-05,3.68
2564,2019-12-12,3.73
2565,2019-12-19,3.73
2566,2019-12-26,3.74
2567,2020-01-02,3.72
2568,2020-01-09,3.64
2569,2020-01-16,3.65
2570,2020-01-23,3.6
2571,2020-01-30,3.51
2572,2020-02-06,3.45
2573,2020-02-13,3.47
2574,2020-02-20,3.49
2575,2020-02-27,3.45
2576,2020-03-05,3.29
2577,2020-03-12,3.36
2578,2020-03-19,3.65
2579,2020-03-26,3.5
2580,2020-04-02,3.33
2581,2020-04-09,3.33
2582,2020-04-16,3.31
2583,2020-04-23,3.33
2584,2020-04-30,3.23
2585,2020-05-07,3.26
2586,2020-05-14,3.28
2587,2020-05-21,3.24
2588,2020-05-28,3.15
2589,2020-06-04,3.18
2590,2020-06-11,3.21
2591,2020-06-18,3.13
2592,2020-06-25,3.13
2593,2020-07-02,3.07
2594,2020-07-09,3.03
2595,2020-07-16,2.98
2596,2020-07-23,3.01
2597,2020-07-30,2.99
2598,2020-08-06,2.88
2599,2020-08-13,2.96
2600,2020-08-20,2.99
2601,2020-08-27,2.91
2602,2020-09-03,2.93
2603,2020-09-10,2.86
2604,2020-09-17,2.87
2605,2020-09-24,2.9
2606,2020-10-01,2.88
2607,2020-10-08,2.87
2608,2020-10-15,2.81
2609,2020-10-22,2.8
2610,2020-10-29,2.81
2611,2020-11-05,2.78
2612,2020-11-12,2.84
2613,2020-11-19,2.72
2614,2020-11-25,2.72
2615,2020-11-26,
2616,2020-12-03,2.71
2617,2020-12-10,2.71
2618,2020-12-17,2.67
2619,2020-12-24,2.66
2620,2020-12-31,2.67
2621,2021-01-07,2.65
2622,2021-01-14,2.79
2623,2021-01-21,2.77
2624,2021-01-28,2.73
2625,2021-02-04,2.73
2626,2021-02-11,2.73
2627,2021-02-18,2.81
2628,2021-02-25,2.97
2629,2021-03-04,3.02
2630,2021-03-11,3.05
2631,2021-03-18,3.09
2632,2021-03-25,3.17
2633,2021-04-01,3.18
2634,2021-04-08,3.13
2635,2021-04-15,3.04
2636,2021-04-22,2.97
2637,2021-04-29,2.98
2638,2021-05-06,2.96
2639,2021-05-13,2.94
2640,2021-05-20,3.0
2641,2021-05-27,2.95
2642,2021-06-03,2.99
2643,2021-06-10,2.96
2644,2021-06-17,2.93
2645,2021-06-24,3.02
2646,2021-07-01,2.98
2647,2021-07-08,2.9
2648,2021-07-15,2.88
2649,2021-07-22,2.78
2650,2021-07-29,2.8
2651,2021-08-05,2.77
2652,2021-08-12,2.87
2653,2021-08-19,2.86
2654,2021-08-26,2.87
2655,2021-09-02,2.87
2656,2021-09-09,2.88
2657,2021-09-16,2.86
2658,2021-09-23,2.88
2659,2021-09-30,3.01
2660,2021-10-07,2.99
2661,2021-10-14,3.05
2662,2021-10-21,3.09
2663,2021-10-28,3.14
2664,2021-11-04,3.09
2665,2021-11-10,2.98
2666,2021-11-11,
2667,2021-11-18,3.1
2668,2021-11-24,3.1
2669,2021-11-25,
2670,2021-12-02,3.11
2671,2021-12-09,3.1
2672,2021-12-16,3.12
2673,2021-12-23,3.05
2674,2021-12-30,3.11
2675,2022-01-06,3.22
2676,2022-01-13,3.45
2677,2022-01-20,3.56
2678,2022-01-27,3.55
2679,2022-02-03,3.55
2680,2022-02-10,3.69
2681,2022-02-17,3.92
2682,2022-02-24,3.89
2683,2022-03-03,3.76
2684,2022-03-10,3.85
2685,2022-03-17,4.16
2686,2022-03-24,4.42
2687,2022-03-31,4.67
2688,2022-04-07,4.72
2689,2022-04-14,5.0
2690,2022-04-21,5.11
2691,2022-04-28,5.1
2692,2022-05-05,5.27
2693,2022-05-12,5.3
2694,2022-05-19,5.25
2695,2022-05-26,5.1
2696,2022-06-02,5.09
2697,2022-06-09,5.23
2698,2022-06-16,5.78
2699,2022-06-23,5.81
2700,2022-06-30,5.7
2701,2022-07-07,5.3
2702,2022-07-14,5.51
2703,2022-07-21,5.54
2704,2022-07-28,5.3
2705,2022-08-04,4.99
2706,2022-08-11,5.22
2707,2022-08-18,5.13
2708,2022-08-25,5.55
2709,2022-09-01,5.66
2710,2022-09-08,5.89
2711,2022-09-15,6.02
2712,2022-09-22,6.29
2713,2022-09-29,6.7
2714,2022-10-06,6.66
2715,2022-10-13,6.92
2716,2022-10-20,6.94
2717,2022-10-27,7.08
2718,2022-11-03,6.95
2719,2022-11-10,7.08
2720,2022-11-17,6.61
2721,2022-11-23,6.58
2722,2022-11-24,
2723,2022-12-01,6.49
2724,2022-12-08,6.33
2725,2022-12-15,6.31
2726,2022-12-22,6.27
2727,2022-12-29,6.42
2728,2023-01-05,6.48
2729,2023-01-12,6.33
2730,2023-01-19,6.15
2731,2023-01-26,6.13
2732,2023-02-02,6.09
2733,2023-02-09,6.12
2734,2023-02-16,6.32
2735,2023-02-23,6.5
2736,2023-03-02,6.65
2737,2023-03-09,6.73
2738,2023-03-16,6.6
2739,2023-03-23,6.42
2740,2023-03-30,6.32
2741,2023-04-06,6.28
2742,2023-04-13,6.27
2743,2023-04-20,6.39
2744,2023-04-27,6.43
2745,2023-05-04,6.39
2746,2023-05-11,6.35
2747,2023-05-18,6.39
2748,2023-05-25,6.57
2749,2023-06-01,6.79
2750,2023-06-08,6.71
2751,2023-06-15,6.69
2752,2023-06-22,6.67
2753,2023-06-29,6.71
2754,2023-07-06,6.81
2755,2023-07-13,6.96
2756,2023-07-20,6.78
2757,2023-07-27,6.81
2758,2023-08-03,6.9
2759,2023-08-10,6.96
2760,2023-08-17,7.09
2761,2023-08-24,7.23
2762,2023-08-31,7.18
2763,2023-09-07,7.12
2764,2023-09-14,7.18
2765,2023-09-21,7.19
2766,2023-09-28,7.31
2767,2023-10-05,7.49
2768,2023-10-12,7.57
2769,2023-10-19,7.63
2770,2023-10-25,
2771,2023-10-26,7.79
2772,2023-11-02,7.76
2773,2023-11-09,7.5
2774,2023-11-16,7.44
2775,2023-11-22,7.29
2776,2023-11-23,
2777,2023-11-30,7.22
2778,2023-12-07,7.03
2779,2023-12-14,6.95
2780,2023-12-21,6.67
2781,2023-12-28,6.61
2782,2024-01-04,6.62
2783,2024-01-11,6.66
2784,2024-01-18,6.6
2785,2024-01-25,6.69
2786,2024-02-01,6.63
2787,2024-02-08,6.64
2788,2024-02-15,6.77
2789,2024-02-22,6.9
2790,2024-02-29,6.94
